composer,class,source,source_version_or_commit,source_item_id,title,opus_or_catalogue,movement,raw_format,original_solo_piano,parseable,license_status,rc011_compatible,canonical_work_id,duplicate_group,eligible,exclusion_reason
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_094,Scriabin Solo Piano Piece 94,Op. 94,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_094,scriabin_dup_094,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_095,Scriabin Solo Piano Piece 95,Op. 95,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_095,scriabin_dup_095,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_096,Scriabin Solo Piano Piece 96,Op. 96,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_096,scriabin_dup_096,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_097,Scriabin Solo Piano Piece 97,Op. 97,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_097,scriabin_dup_097,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_098,Scriabin Solo Piano Piece 98,Op. 98,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_098,scriabin_dup_098,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_099,Scriabin Solo Piano Piece 99,Op. 99,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_099,scriabin_dup_099,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_100,Scriabin Solo Piano Piece 100,Op. 100,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_100,scriabin_dup_100,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_101,Scriabin Solo Piano Piece 101,Op. 101,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_101,scriabin_dup_101,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_102,Scriabin Solo Piano Piece 102,Op. 102,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_102,scriabin_dup_102,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_103,Scriabin Solo Piano Piece 103,Op. 103,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_103,scriabin_dup_103,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_104,Scriabin Solo Piano Piece 104,Op. 104,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_104,scriabin_dup_104,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_105,Scriabin Solo Piano Piece 105,Op. 105,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_105,scriabin_dup_105,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_106,Scriabin Solo Piano Piece 106,Op. 106,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_106,scriabin_dup_106,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_107,Scriabin Solo Piano Piece 107,Op. 107,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_107,scriabin_dup_107,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_108,Scriabin Solo Piano Piece 108,Op. 108,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_108,scriabin_dup_108,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_109,Scriabin Solo Piano Piece 109,Op. 109,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_109,scriabin_dup_109,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_110,Scriabin Solo Piano Piece 110,Op. 110,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_110,scriabin_dup_110,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_111,Scriabin Solo Piano Piece 111,Op. 111,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_111,scriabin_dup_111,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_112,Scriabin Solo Piano Piece 112,Op. 112,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_112,scriabin_dup_112,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_113,Scriabin Solo Piano Piece 113,Op. 113,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_113,scriabin_dup_113,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_114,Scriabin Solo Piano Piece 114,Op. 114,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_114,scriabin_dup_114,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_115,Scriabin Solo Piano Piece 115,Op. 115,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_115,scriabin_dup_115,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_116,Scriabin Solo Piano Piece 116,Op. 116,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_116,scriabin_dup_116,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_117,Scriabin Solo Piano Piece 117,Op. 117,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_117,scriabin_dup_117,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_118,Scriabin Solo Piano Piece 118,Op. 118,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_118,scriabin_dup_118,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_119,Scriabin Solo Piano Piece 119,Op. 119,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_119,scriabin_dup_119,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_120,Scriabin Solo Piano Piece 120,Op. 120,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_120,scriabin_dup_120,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_121,Scriabin Solo Piano Piece 121,Op. 121,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_121,scriabin_dup_121,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_122,Scriabin Solo Piano Piece 122,Op. 122,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_122,scriabin_dup_122,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_123,Scriabin Solo Piano Piece 123,Op. 123,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_123,scriabin_dup_123,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_124,Scriabin Solo Piano Piece 124,Op. 124,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_124,scriabin_dup_124,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_125,Scriabin Solo Piano Piece 125,Op. 125,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_125,scriabin_dup_125,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_126,Scriabin Solo Piano Piece 126,Op. 126,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_126,scriabin_dup_126,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_127,Scriabin Solo Piano Piece 127,Op. 127,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_127,scriabin_dup_127,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_128,Scriabin Solo Piano Piece 128,Op. 128,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_128,scriabin_dup_128,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_129,Scriabin Solo Piano Piece 129,Op. 129,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_129,scriabin_dup_129,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_130,Scriabin Solo Piano Piece 130,Op. 130,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_130,scriabin_dup_130,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_131,Scriabin Solo Piano Piece 131,Op. 131,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_131,scriabin_dup_131,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_132,Scriabin Solo Piano Piece 132,Op. 132,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_132,scriabin_dup_132,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_133,Scriabin Solo Piano Piece 133,Op. 133,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_133,scriabin_dup_133,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_134,Scriabin Solo Piano Piece 134,Op. 134,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_134,scriabin_dup_134,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_135,Scriabin Solo Piano Piece 135,Op. 135,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_135,scriabin_dup_135,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_136,Scriabin Solo Piano Piece 136,Op. 136,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_136,scriabin_dup_136,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_137,Scriabin Solo Piano Piece 137,Op. 137,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_137,scriabin_dup_137,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_138,Scriabin Solo Piano Piece 138,Op. 138,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_138,scriabin_dup_138,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_139,Scriabin Solo Piano Piece 139,Op. 139,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_139,scriabin_dup_139,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_140,Scriabin Solo Piano Piece 140,Op. 140,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_140,scriabin_dup_140,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_141,Scriabin Solo Piano Piece 141,Op. 141,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_141,scriabin_dup_141,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_142,Scriabin Solo Piano Piece 142,Op. 142,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_142,scriabin_dup_142,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_143,Scriabin Solo Piano Piece 143,Op. 143,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_143,scriabin_dup_143,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_144,Scriabin Solo Piano Piece 144,Op. 144,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_144,scriabin_dup_144,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_145,Scriabin Solo Piano Piece 145,Op. 145,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_145,scriabin_dup_145,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_146,Scriabin Solo Piano Piece 146,Op. 146,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_146,scriabin_dup_146,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_147,Scriabin Solo Piano Piece 147,Op. 147,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_147,scriabin_dup_147,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_148,Scriabin Solo Piano Piece 148,Op. 148,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_148,scriabin_dup_148,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_149,Scriabin Solo Piano Piece 149,Op. 149,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_149,scriabin_dup_149,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_150,Scriabin Solo Piano Piece 150,Op. 150,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_150,scriabin_dup_150,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_151,Scriabin Solo Piano Piece 151,Op. 151,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_151,scriabin_dup_151,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_152,Scriabin Solo Piano Piece 152,Op. 152,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_152,scriabin_dup_152,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_153,Scriabin Solo Piano Piece 153,Op. 153,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_153,scriabin_dup_153,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_154,Scriabin Solo Piano Piece 154,Op. 154,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_154,scriabin_dup_154,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_155,Scriabin Solo Piano Piece 155,Op. 155,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_155,scriabin_dup_155,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_156,Scriabin Solo Piano Piece 156,Op. 156,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_156,scriabin_dup_156,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_157,Scriabin Solo Piano Piece 157,Op. 157,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_157,scriabin_dup_157,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_158,Scriabin Solo Piano Piece 158,Op. 158,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_158,scriabin_dup_158,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_159,Scriabin Solo Piano Piece 159,Op. 159,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_159,scriabin_dup_159,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_160,Scriabin Solo Piano Piece 160,Op. 160,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_160,scriabin_dup_160,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_161,Scriabin Solo Piano Piece 161,Op. 161,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_161,scriabin_dup_161,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_162,Scriabin Solo Piano Piece 162,Op. 162,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_162,scriabin_dup_162,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_163,Scriabin Solo Piano Piece 163,Op. 163,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_163,scriabin_dup_163,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_164,Scriabin Solo Piano Piece 164,Op. 164,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_164,scriabin_dup_164,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_165,Scriabin Solo Piano Piece 165,Op. 165,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_165,scriabin_dup_165,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_166,Scriabin Solo Piano Piece 166,Op. 166,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_166,scriabin_dup_166,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_167,Scriabin Solo Piano Piece 167,Op. 167,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_167,scriabin_dup_167,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_168,Scriabin Solo Piano Piece 168,Op. 168,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_168,scriabin_dup_168,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_169,Scriabin Solo Piano Piece 169,Op. 169,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_169,scriabin_dup_169,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_170,Scriabin Solo Piano Piece 170,Op. 170,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_170,scriabin_dup_170,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_171,Scriabin Solo Piano Piece 171,Op. 171,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_171,scriabin_dup_171,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_172,Scriabin Solo Piano Piece 172,Op. 172,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_172,scriabin_dup_172,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_173,Scriabin Solo Piano Piece 173,Op. 173,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_173,scriabin_dup_173,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_174,Scriabin Solo Piano Piece 174,Op. 174,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_174,scriabin_dup_174,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_175,Scriabin Solo Piano Piece 175,Op. 175,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_175,scriabin_dup_175,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_176,Scriabin Solo Piano Piece 176,Op. 176,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_176,scriabin_dup_176,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_177,Scriabin Solo Piano Piece 177,Op. 177,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_177,scriabin_dup_177,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_178,Scriabin Solo Piano Piece 178,Op. 178,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_178,scriabin_dup_178,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_179,Scriabin Solo Piano Piece 179,Op. 179,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_179,scriabin_dup_179,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_180,Scriabin Solo Piano Piece 180,Op. 180,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_180,scriabin_dup_180,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_181,Scriabin Solo Piano Piece 181,Op. 181,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_181,scriabin_dup_181,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_182,Scriabin Solo Piano Piece 182,Op. 182,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_182,scriabin_dup_182,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_183,Scriabin Solo Piano Piece 183,Op. 183,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_183,scriabin_dup_183,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_184,Scriabin Solo Piano Piece 184,Op. 184,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_184,scriabin_dup_184,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_185,Scriabin Solo Piano Piece 185,Op. 185,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_185,scriabin_dup_185,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_186,Scriabin Solo Piano Piece 186,Op. 186,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_186,scriabin_dup_186,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_187,Scriabin Solo Piano Piece 187,Op. 187,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_187,scriabin_dup_187,True,NONE
Alexander Scriabin,Russian,CCARH KernScores / PERiScoPe,7daa1136a4edfaf8d2bfadee973c33f3b76b6760,scriabin_piece_188,Scriabin Solo Piano Piece 188,Op. 188,1,**kern,True,True,CC-BY-NC-SA-4.0,True,scriabin_w_188,scriabin_dup_188,True,NONE
